"title","author","year","genre","openlibrary_work_key","synopsis","periodo"
"We Have Always Lived in the Castle","Shirley Jackson","1962","Mystery","/works/OL3171087W","Shirley Jackson's beloved gothic tale of a peculiar girl named Merricat and her family's dark secret

Taking readers deep into a labyrinth of dark neurosis, We Have Always Lived in the Castle is a deliciously unsettling novel about a perverse, isolated, and possibly murderous family and the struggle that ensues when a cousin arrives at their estate. This edition features a new introduction by Jonathan Lethem.

For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.","1950-1969"
"The Listerdale Mystery","Agatha Christie","1961","Mystery","/works/OL472540W","This short story collection was first published in 1934 in the UK. It contains the following short stories: The Listerdale Mystery, Philomel Cottage, The Girl in the Train, Sing a Song of Sixpence, The Manhood of Edward Robinson, Accident, Jane in Search of a Job, A Fruitful Sunday, Mr Eastwood's Adventure, The Golden Ball, The Rajah's Emerald and Swan Song.","1950-1969"
"The Last Juror","John Grisham","2003","Mystery","/works/OL77013W","In 1970, one of Mississippi s more colorful weekly newspapers, The Ford County Times, went bankrupt. To the surprise and dismay of many, ownership was assumed by a 23-year-old college dropout, named Willie Traynor. The future of the paper looked grim until a young mother was brutally raped and murdered by a member of the notorious Padgitt family. Willie Traynor reported all the gruesome details, and his newspaper began to prosper.

The murderer, Danny Padgitt, was tried before a packed courthouse in Clanton, Mississippi. The trial came to a startling and dramatic end when the defendant threatened revenge against the jurors if they convicted him. Nevertheless, they found him guilty, and he was sentenced to life in prison. 

But in Mississippi in 1970, life didn't necessarily mean life, and nine years later Danny Padgitt managed to get himself paroled. He returned to Ford County, and the retribution began.","2000-2009"
"Weep No More, My Lady","Mary Higgins Clark","1987","Mystery","/works/OL13076W","Elizabeth Lange has arrived at Cypress Point Spa in Pebble Beach, California, weary of heart and soul. Still grieving for her beloved sister, a famous actress who plunged to her death from her Manhattan penthouse, Elizabeth is determined to unearth the truth about how Leila died.

Dashing multimillionaire Ted Winters stands accused of her murder, but Elizabeth has doubts. Along the windswept cliffs of the Monterey coast, in luxurious bungalows, between gourmet meals and beachfront walks, uneasiness stalks Elizabeth while she begins opening doors to the past.

As glimpses of the dark truth about Leila's life and death—and about Elizabeth herself—start to crash against her mind, an ominous wave from an unexpected source threatens to engulf her entirely.","1970-1989"
"Intruder in the Dust","William Faulkner","1948","Mystery","/works/OL82916W","Using his preferred stream-of-consciousness style the author tells a story of a black farmer in Mississippi accused of murdering a white man.","1900-1949"
"The Austere Academy","Lemony Snicket","2000","Mystery","/works/OL15104126W","As the three Baudelaire orphans warily approach their new home 埐rufrock Preparatory School : they can't help but notice the enormous stone arch bearing the school's motto Memento Mori or ""Remember you will die."" This is not a cheerful greeting and certainly marks an inauspicious beginning to a very bleak story just as we have come to expect from Lemony Snickett's Series of Unfortunate Events, the deliciously morbid set of books that began with The Bad Beginning and only got worse. Ages 10+","2000-2009"
"Longshot","Dick Francis","1738","Mystery","/works/OL463334W","One of the best Dick Francis books!","1700-1799"
"Fantômas","Pierre Souvestre","1900","Mystery","/works/OL4516527W","“One episode simply melts away as the next takes over” (The New York Times) in this deliciously sinister turn-of-the-century tale of a French evil genius run rampant. Three appalling crimes leave all of Paris aghast: the Marquise de Langruen is hacked to death, the Princess Sonia is robbed, and Lord Beltham is found dead, stuffed into a trunk. Inspector Juve knows that all the clues point to one suspect: the master of disguise, Fantomas. Juve cleverly pursues him in speeding trains, down dark alleys, through glittering Parisian salons, obsessed with bringing the demon mastermind to justice. As thrilling to read now as it was when first published in 1915, Fantomas “is not a puzzle but an intoxicant” (The Village Voice).","1900-1949"
"The Quest of the Sacred Slipper","Sax Rohmer","1914","Mystery","/works/OL2288674W","","1900-1949"
"Six of Crows","Leigh Bardugo","2015","Mystery","/works/OL17332479W","BOOK ONE of the [Six of Crows Duology](https://openlibrary.org/works/OL19758128W/Six_of_Crows_Crooked_Kingdom)

Six of Crows is a fantasy novel written by the Israeli-American author Leigh Bardugo published by Henry Holt and Co. in 2015. The story follows a thieving crew and is primarily set in the city of Ketterdam, loosely inspired by Dutch Republic–era Amsterdam. The plot is told from third-person viewpoints of seven different characters.

The novel is followed by [Crooked Kingdom](https://openlibrary.org/works/OL17597665W) (2016) and is part of the Grishaverse. 

Followed by: [Crooked Kingdom][2]


  [2]: https://openlibrary.org/works/OL17597665W/Crooked_Kingdom","2010-2019"
"The Drowning Pool","Ross Macdonald","1950","Mystery","/works/OL2460957W","“Archer wasn't going anywhere with the case. The women in it were getting to him. The one who had married for money was out to show him how little it now mattered. The one who was being blackmailed didn't care how Archer saved her mockery of a marriage. The young girl was the worst; too innocent to be involved in this sordid tangle. Three beautiful women. They had a way of distracting Archer—even from murder.” 2nd in the Lew Archer series.","1950-1969"
"Wuthering Heights","Emily Brontë","1846","Romance","/works/OL21177W","Wuthering Heights is an 1847 novel by Emily Brontë, initially published under the pseudonym Ellis Bell. It concerns two families of the landed gentry living on the West Yorkshire moors, the Earnshaws and the Lintons, and their turbulent relationships with Earnshaw's adopted son, Heathcliff. The novel was influenced by Romanticism and Gothic fiction.","1800-1849"
"Emma","Jane Austen","1815","Romance","/works/OL66513W","Emma, by Jane Austen, is a novel about youthful hubris and the perils of misconstrued romance. The novel was first published in December 1815. As in her other novels, Austen explores the concerns and difficulties of genteel women living in Georgian-Regency England; she also creates a lively comedy of manners among her characters. Before she began the novel, Austen wrote, ""I am going to take a heroine whom no one but myself will much like."" In the very first sentence she introduces the title character as ""Emma Woodhouse, handsome, clever, and rich."" Emma, however, is also rather spoiled, headstrong, and self-satisfied; she greatly overestimates her own matchmaking abilities; she is blind to the dangers of meddling in other people's lives; and her imagination and perceptions often lead her astray.","1800-1849"
